city,variable,lead_days,model,weight
Indore,temperature,3,ecmwf,0.317837
Indore,temperature,3,gem,0.246103
Indore,temperature,3,gfs,0.199083
Indore,temperature,3,icon,0.236977
Indore,wind_speed,1,ecmwf,0.318182
Indore,wind_speed,1,gem,0.214608
Indore,wind_speed,1,gfs,0.126505
Indore,wind_speed,1,icon,0.340705
Indore,wind_speed,2,ecmwf,0.290272
Indore,wind_speed,2,gem,0.217046
Indore,wind_speed,2,gfs,0.141092
Indore,wind_speed,2,icon,0.351589
Indore,wind_speed,3,ecmwf,0.253789
Indore,wind_speed,3,gem,0.233996
Indore,wind_speed,3,gfs,0.150844
Indore,wind_speed,3,icon,0.361371
Jabalpur,rainfall,1,ecmwf,0.262863
Jabalpur,rainfall,1,gem,0.216107
Jabalpur,rainfall,1,gfs,0.275993
Jabalpur,rainfall,1,icon,0.245037
Jabalpur,rainfall,2,ecmwf,0.178328
Jabalpur,rainfall,2,gem,0.28899
Jabalpur,rainfall,2,gfs,0.324889
Jabalpur,rainfall,2,icon,0.207793
Jabalpur,rainfall,3,ecmwf,0.264491
Jabalpur,rainfall,3,gem,0.250789
Jabalpur,rainfall,3,gfs,0.320048
Jabalpur,rainfall,3,icon,0.164672
Jabalpur,temperature,1,ecmwf,0.307881
Jabalpur,temperature,1,gem,0.20438
Jabalpur,temperature,1,gfs,0.215744
Jabalpur,temperature,1,icon,0.271995
Jabalpur,temperature,2,ecmwf,0.323286
Jabalpur,temperature,2,gem,0.244868
Jabalpur,temperature,2,gfs,0.174744
Jabalpur,temperature,2,icon,0.257102
Jabalpur,temperature,3,ecmwf,0.340062
Jabalpur,temperature,3,gem,0.223732
Jabalpur,temperature,3,gfs,0.179073
Jabalpur,temperature,3,icon,0.257133
Jabalpur,wind_speed,1,ecmwf,0.344461
Jabalpur,wind_speed,1,gem,0.214122
Jabalpur,wind_speed,1,gfs,0.155166
Jabalpur,wind_speed,1,icon,0.286252
Jabalpur,wind_speed,2,ecmwf,0.307632
Jabalpur,wind_speed,2,gem,0.221571
Jabalpur,wind_speed,2,gfs,0.158641
Jabalpur,wind_speed,2,icon,0.312155
Jabalpur,wind_speed,3,ecmwf,0.310933
Jabalpur,wind_speed,3,gem,0.215104
Jabalpur,wind_speed,3,gfs,0.18925
Jabalpur,wind_speed,3,icon,0.284712
Jaipur,rainfall,1,ecmwf,0.319392
Jaipur,rainfall,1,gem,0.239092
Jaipur,rainfall,1,gfs,0.173686
Jaipur,rainfall,1,icon,0.267831
Jaipur,rainfall,2,ecmwf,0.293276
Jaipur,rainfall,2,gem,0.219291
Jaipur,rainfall,2,gfs,0.317251
Jaipur,rainfall,2,icon,0.170182
Jaipur,rainfall,3,ecmwf,0.3302
Jaipur,rainfall,3,gem,0.292891
Jaipur,rainfall,3,gfs,0.195441
Jaipur,rainfall,3,icon,0.181467
Jaipur,temperature,1,ecmwf,0.31379
Jaipur,temperature,1,gem,0.22019
Jaipur,temperature,1,gfs,0.15198
Jaipur,temperature,1,icon,0.31404
Jaipur,temperature,2,ecmwf,0.324033
Jaipur,temperature,2,gem,0.214363
Jaipur,temperature,2,gfs,0.187096
Jaipur,temperature,2,icon,0.274508
Jaipur,temperature,3,ecmwf,0.314735
Jaipur,temperature,3,gem,0.242345
Jaipur,temperature,3,gfs,0.202916
Jaipur,temperature,3,icon,0.240005
Jaipur,wind_speed,1,ecmwf,0.336085
Jaipur,wind_speed,1,gem,0.224584
Jaipur,wind_speed,1,gfs,0.110954
Jaipur,wind_speed,1,icon,0.328377
Jaipur,wind_speed,2,ecmwf,0.339079
Jaipur,wind_speed,2,gem,0.229371
Jaipur,wind_speed,2,gfs,0.106254
Jaipur,wind_speed,2,icon,0.325296
Jaipur,wind_speed,3,ecmwf,0.329866
Jaipur,wind_speed,3,gem,0.242025
Jaipur,wind_speed,3,gfs,0.10801
Jaipur,wind_speed,3,icon,0.3201
Jodhpur,rainfall,1,ecmwf,0.278414
Jodhpur,rainfall,1,gem,0.223257
Jodhpur,rainfall,1,gfs,0.264537
Jodhpur,rainfall,1,icon,0.233792
Jodhpur,rainfall,2,ecmwf,0.286061
Jodhpur,rainfall,2,gem,0.234204
Jodhpur,rainfall,2,gfs,0.191598
Jodhpur,rainfall,2,icon,0.288137
Jodhpur,rainfall,3,ecmwf,0.282454
Jodhpur,rainfall,3,gem,0.200359
Jodhpur,rainfall,3,gfs,0.316747
Jodhpur,rainfall,3,icon,0.20044
Jodhpur,temperature,1,ecmwf,0.343839
Jodhpur,temperature,1,gem,0.18996
Jodhpur,temperature,1,gfs,0.147184
Jodhpur,temperature,1,icon,0.319018
Jodhpur,temperature,2,ecmwf,0.30678
Jodhpur,temperature,2,gem,0.194759
Jodhpur,temperature,2,gfs,0.199281
Jodhpur,temperature,2,icon,0.29918
Jodhpur,temperature,3,ecmwf,0.300687
Jodhpur,temperature,3,gem,0.204054
Jodhpur,temperature,3,gfs,0.225235
Jodhpur,temperature,3,icon,0.270023
Jodhpur,wind_speed,1,ecmwf,0.3813
Jodhpur,wind_speed,1,gem,0.194497
Jodhpur,wind_speed,1,gfs,0.081859
Jodhpur,wind_speed,1,icon,0.342344
Jodhpur,wind_speed,2,ecmwf,0.365147
Jodhpur,wind_speed,2,gem,0.21233
Jodhpur,wind_speed,2,gfs,0.086165
Jodhpur,wind_speed,2,icon,0.336358
Jodhpur,wind_speed,3,ecmwf,0.345231
Jodhpur,wind_speed,3,gem,0.218538
Jodhpur,wind_speed,3,gfs,0.094649
Jodhpur,wind_speed,3,icon,0.341582
Kanpur,rainfall,1,ecmwf,0.308328
Kanpur,rainfall,1,gem,0.211061
Kanpur,rainfall,1,gfs,0.277163
Kanpur,rainfall,1,icon,0.203448
Kanpur,rainfall,2,ecmwf,0.24435
Kanpur,rainfall,2,gem,0.250963
Kanpur,rainfall,2,gfs,0.281277
Kanpur,rainfall,2,icon,0.22341
Kanpur,rainfall,3,ecmwf,0.322018
Kanpur,rainfall,3,gem,0.211347
Kanpur,rainfall,3,gfs,0.17741
Kanpur,rainfall,3,icon,0.289225
Kanpur,temperature,1,ecmwf,0.331784
Kanpur,temperature,1,gem,0.18509
Kanpur,temperature,1,gfs,0.176371
Kanpur,temperature,1,icon,0.306756
Kanpur,temperature,2,ecmwf,0.285753
Kanpur,temperature,2,gem,0.187606
Kanpur,temperature,2,gfs,0.223103
Kanpur,temperature,2,icon,0.303538
Kanpur,temperature,3,ecmwf,0.284458
Kanpur,temperature,3,gem,0.193039
Kanpur,temperature,3,gfs,0.228299
Kanpur,temperature,3,icon,0.294204
Kanpur,wind_speed,1,ecmwf,0.312664
Kanpur,wind_speed,1,gem,0.203384
Kanpur,wind_speed,1,gfs,0.165177
Kanpur,wind_speed,1,icon,0.318775
Kanpur,wind_speed,2,ecmwf,0.341432
Kanpur,wind_speed,2,gem,0.228201
Kanpur,wind_speed,2,gfs,0.139962
Kanpur,wind_speed,2,icon,0.290405
Kanpur,wind_speed,3,ecmwf,0.31891
Kanpur,wind_speed,3,gem,0.224867
Kanpur,wind_speed,3,gfs,0.149056
Kanpur,wind_speed,3,icon,0.307167
Kochi,rainfall,1,ecmwf,0.26619
Kochi,rainfall,1,gem,0.236741
Kochi,rainfall,1,gfs,0.238137
Kochi,rainfall,1,icon,0.258932
Kochi,rainfall,2,ecmwf,0.265641
Kochi,rainfall,2,gem,0.218258
Kochi,rainfall,2,gfs,0.246394
Kochi,rainfall,2,icon,0.269707
Kochi,rainfall,3,ecmwf,0.259366
Kochi,rainfall,3,gem,0.241829
Kochi,rainfall,3,gfs,0.236846
Kochi,rainfall,3,icon,0.261959
Kochi,temperature,1,ecmwf,0.227496
Kochi,temperature,1,gem,0.246251
Kochi,temperature,1,gfs,0.172527
Kochi,temperature,1,icon,0.353726
Kochi,temperature,2,ecmwf,0.232132
Kochi,temperature,2,gem,0.230871
Kochi,temperature,2,gfs,0.178169
Kochi,temperature,2,icon,0.358829
Kochi,temperature,3,ecmwf,0.227543
Kochi,temperature,3,gem,0.238933
Kochi,temperature,3,gfs,0.184014
Kochi,temperature,3,icon,0.34951
Kochi,wind_speed,1,ecmwf,0.219746
Kochi,wind_speed,1,gem,0.24098
Kochi,wind_speed,1,gfs,0.261377
Kochi,wind_speed,1,icon,0.277896
Kochi,wind_speed,2,ecmwf,0.224499
Kochi,wind_speed,2,gem,0.23731
Kochi,wind_speed,2,gfs,0.262305
Kochi,wind_speed,2,icon,0.275886
Kochi,wind_speed,3,ecmwf,0.225422
Kochi,wind_speed,3,gem,0.245805
Kochi,wind_speed,3,gfs,0.257663
Kochi,wind_speed,3,icon,0.27111
Kolkata,rainfall,1,ecmwf,0.254076
Kolkata,rainfall,1,gem,0.233987
Kolkata,rainfall,1,gfs,0.227685
Kolkata,rainfall,1,icon,0.284252
Kolkata,rainfall,2,ecmwf,0.247449
Kolkata,rainfall,2,gem,0.211128
Kolkata,rainfall,2,gfs,0.27344
Kolkata,rainfall,2,icon,0.267983
Kolkata,rainfall,3,ecmwf,0.28153
Kolkata,rainfall,3,gem,0.220391
Kolkata,rainfall,3,gfs,0.277239
Kolkata,rainfall,3,icon,0.220841
Kolkata,temperature,1,ecmwf,0.280777
Kolkata,temperature,1,gem,0.210922
Kolkata,temperature,1,gfs,0.213455
Kolkata,temperature,1,icon,0.294846
Kolkata,temperature,2,ecmwf,0.271894
Kolkata,temperature,2,gem,0.221911
Kolkata,temperature,2,gfs,0.192769
Kolkata,temperature,2,icon,0.313425
Kolkata,temperature,3,ecmwf,0.278062
Kolkata,temperature,3,gem,0.237373
Kolkata,temperature,3,gfs,0.193064
Kolkata,temperature,3,icon,0.291501
Kolkata,wind_speed,1,ecmwf,0.30634
Kolkata,wind_speed,1,gem,0.244274
Kolkata,wind_speed,1,gfs,0.138714
Kolkata,wind_speed,1,icon,0.310673
Kolkata,wind_speed,2,ecmwf,0.303534
Kolkata,wind_speed,2,gem,0.255231
Kolkata,wind_speed,2,gfs,0.15874
Kolkata,wind_speed,2,icon,0.282495
Kolkata,wind_speed,3,ecmwf,0.295246
Kolkata,wind_speed,3,gem,0.241254
Kolkata,wind_speed,3,gfs,0.186925
Kolkata,wind_speed,3,icon,0.276575
Kota,rainfall,1,ecmwf,0.275551
Kota,rainfall,1,gem,0.225191
Kota,rainfall,1,gfs,0.241194
Kota,rainfall,1,icon,0.258064
Kota,rainfall,2,ecmwf,0.294618
Kota,rainfall,2,gem,0.249816
Kota,rainfall,2,gfs,0.222094
Kota,rainfall,2,icon,0.233472
Kota,rainfall,3,ecmwf,0.242207
Kota,rainfall,3,gem,0.238082
Kota,rainfall,3,gfs,0.28921
Kota,rainfall,3,icon,0.2305
Kota,temperature,1,ecmwf,0.324887
Kota,temperature,1,gem,0.2073
Kota,temperature,1,gfs,0.189585
Kota,temperature,1,icon,0.278228
Kota,temperature,2,ecmwf,0.309462
Kota,temperature,2,gem,0.205247
Kota,temperature,2,gfs,0.215671
Kota,temperature,2,icon,0.26962
Kota,temperature,3,ecmwf,0.30954
Kota,temperature,3,gem,0.213353
Kota,temperature,3,gfs,0.221774
Kota,temperature,3,icon,0.255332
Kota,wind_speed,1,ecmwf,0.338894
Kota,wind_speed,1,gem,0.226048
Kota,wind_speed,1,gfs,0.121937
Kota,wind_speed,1,icon,0.313121
Kota,wind_speed,2,ecmwf,0.316185
Kota,wind_speed,2,gem,0.242793
Kota,wind_speed,2,gfs,0.12353
Kota,wind_speed,2,icon,0.317491
Kota,wind_speed,3,ecmwf,0.302355
Kota,wind_speed,3,gem,0.252182
Kota,wind_speed,3,gfs,0.135166
Kota,wind_speed,3,icon,0.310298
Lucknow,rainfall,1,ecmwf,0.28678
Lucknow,rainfall,1,gem,0.191159
Lucknow,rainfall,1,gfs,0.283617
Lucknow,rainfall,1,icon,0.238444
Lucknow,rainfall,2,ecmwf,0.282582
Lucknow,rainfall,2,gem,0.186409
Lucknow,rainfall,2,gfs,0.258076
Lucknow,rainfall,2,icon,0.272933
Lucknow,rainfall,3,ecmwf,0.277517
Lucknow,rainfall,3,gem,0.257668
Lucknow,rainfall,3,gfs,0.182659
Lucknow,rainfall,3,icon,0.282157
Lucknow,temperature,1,ecmwf,0.342076
Lucknow,temperature,1,gem,0.200858
Lucknow,temperature,1,gfs,0.132731
Lucknow,temperature,1,icon,0.324334
Lucknow,temperature,2,ecmwf,0.302173
Lucknow,temperature,2,gem,0.199388
Lucknow,temperature,2,gfs,0.172463
Lucknow,temperature,2,icon,0.325975
Lucknow,temperature,3,ecmwf,0.288229
Lucknow,temperature,3,gem,0.222296
Lucknow,temperature,3,gfs,0.187766
Lucknow,temperature,3,icon,0.301709
Lucknow,wind_speed,1,ecmwf,0.332342
Lucknow,wind_speed,1,gem,0.185669
Lucknow,wind_speed,1,gfs,0.175742
Lucknow,wind_speed,1,icon,0.306247
Lucknow,wind_speed,2,ecmwf,0.344533
Lucknow,wind_speed,2,gem,0.206735
Lucknow,wind_speed,2,gfs,0.165482
Lucknow,wind_speed,2,icon,0.283251
Lucknow,wind_speed,3,ecmwf,0.327152
Lucknow,wind_speed,3,gem,0.206592
Lucknow,wind_speed,3,gfs,0.182516
Lucknow,wind_speed,3,icon,0.283739
Ludhiana,rainfall,1,ecmwf,0.319388
Ludhiana,rainfall,1,gem,0.135989
Ludhiana,rainfall,1,gfs,0.317475
Ludhiana,rainfall,1,icon,0.227148
Ludhiana,rainfall,2,ecmwf,0.291363
Ludhiana,rainfall,2,gem,0.193428
Ludhiana,rainfall,2,gfs,0.260189
Ludhiana,rainfall,2,icon,0.25502
Ludhiana,rainfall,3,ecmwf,0.325218
Ludhiana,rainfall,3,gem,0.129298
Ludhiana,rainfall,3,gfs,0.264337
Ludhiana,rainfall,3,icon,0.281146
Ludhiana,temperature,1,ecmwf,0.286686
Ludhiana,temperature,1,gem,0.205856
Ludhiana,temperature,1,gfs,0.164714
Ludhiana,temperature,1,icon,0.342743
Ludhiana,temperature,2,ecmwf,0.281886
Ludhiana,temperature,2,gem,0.21337
Ludhiana,temperature,2,gfs,0.185023
Ludhiana,temperature,2,icon,0.319721
Ludhiana,temperature,3,ecmwf,0.289753
Ludhiana,temperature,3,gem,0.187039
Ludhiana,temperature,3,gfs,0.19931
Ludhiana,temperature,3,icon,0.323898
Ludhiana,wind_speed,1,ecmwf,0.339899
Ludhiana,wind_speed,1,gem,0.174193
Ludhiana,wind_speed,1,gfs,0.149312
Ludhiana,wind_speed,1,icon,0.336596
Ludhiana,wind_speed,2,ecmwf,0.343919
Ludhiana,wind_speed,2,gem,0.192044
Ludhiana,wind_speed,2,gfs,0.150192
Ludhiana,wind_speed,2,icon,0.313845
Ludhiana,wind_speed,3,ecmwf,0.345305
Ludhiana,wind_speed,3,gem,0.183241
Ludhiana,wind_speed,3,gfs,0.147269
Ludhiana,wind_speed,3,icon,0.324185
Madurai,rainfall,1,ecmwf,0.24834
Madurai,rainfall,1,gem,0.250364
Madurai,rainfall,1,gfs,0.248833
Madurai,rainfall,1,icon,0.252464
Madurai,rainfall,2,ecmwf,0.246867
Madurai,rainfall,2,gem,0.257934
Madurai,rainfall,2,gfs,0.246745
Madurai,rainfall,2,icon,0.248454
Madurai,rainfall,3,ecmwf,0.239397
Madurai,rainfall,3,gem,0.251825
Madurai,rainfall,3,gfs,0.25347
Madurai,rainfall,3,icon,0.255308
Madurai,temperature,1,ecmwf,0.249314
Madurai,temperature,1,gem,0.170684
Madurai,temperature,1,gfs,0.27271
Madurai,temperature,1,icon,0.307292
Madurai,temperature,2,ecmwf,0.253215
Madurai,temperature,2,gem,0.179463
Madurai,temperature,2,gfs,0.272949
Madurai,temperature,2,icon,0.294372
Madurai,temperature,3,ecmwf,0.265512
Madurai,temperature,3,gem,0.171543
Madurai,temperature,3,gfs,0.285927
Madurai,temperature,3,icon,0.277019
Madurai,wind_speed,1,ecmwf,0.299281
Madurai,wind_speed,1,gem,0.2441
Madurai,wind_speed,1,gfs,0.203091
Madurai,wind_speed,1,icon,0.253528
Madurai,wind_speed,2,ecmwf,0.28291
Madurai,wind_speed,2,gem,0.247984
Madurai,wind_speed,2,gfs,0.205773
Madurai,wind_speed,2,icon,0.263332
Madurai,wind_speed,3,ecmwf,0.287791
Madurai,wind_speed,3,gem,0.243723
Madurai,wind_speed,3,gfs,0.206375
Madurai,wind_speed,3,icon,0.262111
Mumbai,rainfall,1,ecmwf,0.311003
Mumbai,rainfall,1,gem,0.196754
Mumbai,rainfall,1,gfs,0.24973
Mumbai,rainfall,1,icon,0.242514
Mumbai,rainfall,2,ecmwf,0.266372
Mumbai,rainfall,2,gem,0.238842
Mumbai,rainfall,2,gfs,0.253055
Mumbai,rainfall,2,icon,0.241731
Mumbai,rainfall,3,ecmwf,0.253122
Mumbai,rainfall,3,gem,0.244467
Mumbai,rainfall,3,gfs,0.24239
Mumbai,rainfall,3,icon,0.260022
Mumbai,temperature,1,ecmwf,0.273531
Mumbai,temperature,1,gem,0.266671
Mumbai,temperature,1,gfs,0.136098
Mumbai,temperature,1,icon,0.3237
Mumbai,temperature,2,ecmwf,0.276327
Mumbai,temperature,2,gem,0.27769
Mumbai,temperature,2,gfs,0.145654
Mumbai,temperature,2,icon,0.300329
Mumbai,temperature,3,ecmwf,0.267233
Mumbai,temperature,3,gem,0.285625
Mumbai,temperature,3,gfs,0.155098
Mumbai,temperature,3,icon,0.292045
Mumbai,wind_speed,1,ecmwf,0.301646
Mumbai,wind_speed,1,gem,0.287305
Mumbai,wind_speed,1,gfs,0.131611
Mumbai,wind_speed,1,icon,0.279437
Mumbai,wind_speed,2,ecmwf,0.317945
Mumbai,wind_speed,2,gem,0.266437
Mumbai,wind_speed,2,gfs,0.125426
Mumbai,wind_speed,2,icon,0.290192
Mumbai,wind_speed,3,ecmwf,0.299456
Mumbai,wind_speed,3,gem,0.27461
Mumbai,wind_speed,3,gfs,0.131248
Mumbai,wind_speed,3,icon,0.294686
Nagpur,rainfall,1,ecmwf,0.343053
Nagpur,rainfall,1,gem,0.201073
Nagpur,rainfall,1,gfs,0.296862
Nagpur,rainfall,1,icon,0.159011
Nagpur,rainfall,2,ecmwf,0.272539
Nagpur,rainfall,2,gem,0.224134
Nagpur,rainfall,2,gfs,0.34556
Nagpur,rainfall,2,icon,0.157767
Nagpur,rainfall,3,ecmwf,0.213191
Nagpur,rainfall,3,gem,0.305244
Nagpur,rainfall,3,gfs,0.324841
Nagpur,rainfall,3,icon,0.156725
Nagpur,temperature,1,ecmwf,0.336129
Nagpur,temperature,1,gem,0.219682
Nagpur,temperature,1,gfs,0.185957
Nagpur,temperature,1,icon,0.258231
Nagpur,temperature,2,ecmwf,0.335714
Nagpur,temperature,2,gem,0.242085
Nagpur,temperature,2,gfs,0.188485
Nagpur,temperature,2,icon,0.233716
Nagpur,temperature,3,ecmwf,0.308128
Nagpur,temperature,3,gem,0.245972
Nagpur,temperature,3,gfs,0.218469
Nagpur,temperature,3,icon,0.227431
Nagpur,wind_speed,1,ecmwf,0.345468
Nagpur,wind_speed,1,gem,0.204911
Nagpur,wind_speed,1,gfs,0.212502
Nagpur,wind_speed,1,icon,0.237119
Nagpur,wind_speed,2,ecmwf,0.301489
Nagpur,wind_speed,2,gem,0.213899
Nagpur,wind_speed,2,gfs,0.243051
Nagpur,wind_speed,2,icon,0.241561
Nagpur,wind_speed,3,ecmwf,0.279139
Nagpur,wind_speed,3,gem,0.220307
Nagpur,wind_speed,3,gfs,0.255659
Nagpur,wind_speed,3,icon,0.244895
Nashik,rainfall,1,ecmwf,0.333628
Nashik,rainfall,1,gem,0.194569
Nashik,rainfall,1,gfs,0.294261
Nashik,rainfall,1,icon,0.177541
Nashik,rainfall,2,ecmwf,0.305845
Nashik,rainfall,2,gem,0.246088
Nashik,rainfall,2,gfs,0.19604
Nashik,rainfall,2,icon,0.252027
Nashik,rainfall,3,ecmwf,0.314261
Nashik,rainfall,3,gem,0.261858
Nashik,rainfall,3,gfs,0.280023
Nashik,rainfall,3,icon,0.143858
Nashik,temperature,1,ecmwf,0.339945
Nashik,temperature,1,gem,0.225335
Nashik,temperature,1,gfs,0.210898
Nashik,temperature,1,icon,0.223821
Nashik,temperature,2,ecmwf,0.34819
Nashik,temperature,2,gem,0.237373
Nashik,temperature,2,gfs,0.200538
Nashik,temperature,2,icon,0.213898
Nashik,temperature,3,ecmwf,0.312901
Nashik,temperature,3,gem,0.250287
Nashik,temperature,3,gfs,0.219034
Nashik,temperature,3,icon,0.217779
Nashik,wind_speed,1,ecmwf,0.33185
Nashik,wind_speed,1,gem,0.226912
Nashik,wind_speed,1,gfs,0.113138
Nashik,wind_speed,1,icon,0.3281
Nashik,wind_speed,2,ecmwf,0.290937
Nashik,wind_speed,2,gem,0.226413
Nashik,wind_speed,2,gfs,0.116335
Nashik,wind_speed,2,icon,0.366315
Nashik,wind_speed,3,ecmwf,0.265818
Nashik,wind_speed,3,gem,0.253128
Nashik,wind_speed,3,gfs,0.131599
Nashik,wind_speed,3,icon,0.349456
Patna,rainfall,1,ecmwf,0.279906
Patna,rainfall,1,gem,0.155828
Patna,rainfall,1,gfs,0.318522
Patna,rainfall,1,icon,0.245744
Patna,rainfall,2,ecmwf,0.285964
Patna,rainfall,2,gem,0.198331
Patna,rainfall,2,gfs,0.261375
Patna,rainfall,2,icon,0.25433
Patna,rainfall,3,ecmwf,0.271364
Patna,rainfall,3,gem,0.21882
Patna,rainfall,3,gfs,0.196974
Patna,rainfall,3,icon,0.312842
Patna,temperature,1,ecmwf,0.334575
Patna,temperature,1,gem,0.182474
Patna,temperature,1,gfs,0.118341
Patna,temperature,1,icon,0.364609
Patna,temperature,2,ecmwf,0.299504
Patna,temperature,2,gem,0.214829
Patna,temperature,2,gfs,0.138898
Patna,temperature,2,icon,0.346769
Patna,temperature,3,ecmwf,0.296514
Patna,temperature,3,gem,0.219783
Patna,temperature,3,gfs,0.151667
Patna,temperature,3,icon,0.332035
Patna,wind_speed,1,ecmwf,0.349208
Patna,wind_speed,1,gem,0.177619
Patna,wind_speed,1,gfs,0.139731
Patna,wind_speed,1,icon,0.333441
Patna,wind_speed,2,ecmwf,0.324697
Patna,wind_speed,2,gem,0.188702
Patna,wind_speed,2,gfs,0.151001
Patna,wind_speed,2,icon,0.3356
Patna,wind_speed,3,ecmwf,0.312595
Patna,wind_speed,3,gem,0.189537
Patna,wind_speed,3,gfs,0.204737
Patna,wind_speed,3,icon,0.293132
Pune,rainfall,1,ecmwf,0.279793
Pune,rainfall,1,gem,0.211508
Pune,rainfall,1,gfs,0.262097
Pune,rainfall,1,icon,0.246602
Pune,rainfall,2,ecmwf,0.304614
Pune,rainfall,2,gem,0.157647
Pune,rainfall,2,gfs,0.247567
Pune,rainfall,2,icon,0.290172
Pune,rainfall,3,ecmwf,0.276299
Pune,rainfall,3,gem,0.208349
Pune,rainfall,3,gfs,0.25044
Pune,rainfall,3,icon,0.264912
Pune,temperature,1,ecmwf,0.316812
Pune,temperature,1,gem,0.198771
Pune,temperature,1,gfs,0.219809
Pune,temperature,1,icon,0.264607
Pune,temperature,2,ecmwf,0.334732
Pune,temperature,2,gem,0.211716
Pune,temperature,2,gfs,0.213959
Pune,temperature,2,icon,0.239593
Pune,temperature,3,ecmwf,0.309559
Pune,temperature,3,gem,0.241744
Pune,temperature,3,gfs,0.221794
Pune,temperature,3,icon,0.226903
Pune,wind_speed,1,ecmwf,0.372277
Pune,wind_speed,1,gem,0.234447
Pune,wind_speed,1,gfs,0.154838
Pune,wind_speed,1,icon,0.238438
Pune,wind_speed,2,ecmwf,0.337841
Pune,wind_speed,2,gem,0.242527
Pune,wind_speed,2,gfs,0.173693
Pune,wind_speed,2,icon,0.245939
Pune,wind_speed,3,ecmwf,0.285793
Pune,wind_speed,3,gem,0.251487
Pune,wind_speed,3,gfs,0.201401
Pune,wind_speed,3,icon,0.261319
Raipur,rainfall,1,ecmwf,0.344894
Raipur,rainfall,1,gem,0.194199
Raipur,rainfall,1,gfs,0.244491
Raipur,rainfall,1,icon,0.216416
Raipur,rainfall,2,ecmwf,0.281463
Raipur,rainfall,2,gem,0.181023
Raipur,rainfall,2,gfs,0.288471
Raipur,rainfall,2,icon,0.249043
Raipur,rainfall,3,ecmwf,0.274636
Raipur,rainfall,3,gem,0.190631
Raipur,rainfall,3,gfs,0.257742
Raipur,rainfall,3,icon,0.276992
Raipur,temperature,1,ecmwf,0.323284
Raipur,temperature,1,gem,0.192674
Raipur,temperature,1,gfs,0.206721
Raipur,temperature,1,icon,0.277321
Raipur,temperature,2,ecmwf,0.322782
Raipur,temperature,2,gem,0.217291
Raipur,temperature,2,gfs,0.188717
Raipur,temperature,2,icon,0.271209
Raipur,temperature,3,ecmwf,0.295599
Raipur,temperature,3,gem,0.224415
Raipur,temperature,3,gfs,0.207046
Raipur,temperature,3,icon,0.27294
Raipur,wind_speed,1,ecmwf,0.368817
Raipur,wind_speed,1,gem,0.191268
Raipur,wind_speed,1,gfs,0.142075
Raipur,wind_speed,1,icon,0.29784
Raipur,wind_speed,2,ecmwf,0.305394
Raipur,wind_speed,2,gem,0.210969
Raipur,wind_speed,2,gfs,0.159551
Raipur,wind_speed,2,icon,0.324086
Raipur,wind_speed,3,ecmwf,0.291674
Raipur,wind_speed,3,gem,0.209639
Raipur,wind_speed,3,gfs,0.202601
Raipur,wind_speed,3,icon,0.296087
Ranchi,rainfall,1,ecmwf,0.336651
Ranchi,rainfall,1,gem,0.182853
Ranchi,rainfall,1,gfs,0.304668
Ranchi,rainfall,1,icon,0.175829
Ranchi,rainfall,2,ecmwf,0.313744
Ranchi,rainfall,2,gem,0.167774
Ranchi,rainfall,2,gfs,0.253001
Ranchi,rainfall,2,icon,0.265481
Ranchi,rainfall,3,ecmwf,0.314672
Ranchi,rainfall,3,gem,0.194018
Ranchi,rainfall,3,gfs,0.181882
Ranchi,rainfall,3,icon,0.309427
Ranchi,temperature,1,ecmwf,0.30591
Ranchi,temperature,1,gem,0.211269
Ranchi,temperature,1,gfs,0.214328
Ranchi,temperature,1,icon,0.268493
Ranchi,temperature,2,ecmwf,0.311115
Ranchi,temperature,2,gem,0.2166
Ranchi,temperature,2,gfs,0.228558
Ranchi,temperature,2,icon,0.243727
Ranchi,temperature,3,ecmwf,0.297002
Ranchi,temperature,3,gem,0.237807
Ranchi,temperature,3,gfs,0.213247
Ranchi,temperature,3,icon,0.251945
Ranchi,wind_speed,1,ecmwf,0.283964
Ranchi,wind_speed,1,gem,0.234404
Ranchi,wind_speed,1,gfs,0.209318
Ranchi,wind_speed,1,icon,0.272314
Ranchi,wind_speed,2,ecmwf,0.27233
Ranchi,wind_speed,2,gem,0.250903
Ranchi,wind_speed,2,gfs,0.210844
Ranchi,wind_speed,2,icon,0.265923
Ranchi,wind_speed,3,ecmwf,0.26751
Ranchi,wind_speed,3,gem,0.253247
Ranchi,wind_speed,3,gfs,0.22651
Ranchi,wind_speed,3,icon,0.252732
Shillong,rainfall,1,ecmwf,0.235474
Shillong,rainfall,1,gem,0.257063
Shillong,rainfall,1,gfs,0.331801
Shillong,rainfall,1,icon,0.175662
Shillong,rainfall,2,ecmwf,0.221739
Shillong,rainfall,2,gem,0.301719
Shillong,rainfall,2,gfs,0.299121
Shillong,rainfall,2,icon,0.177421
Shillong,rainfall,3,ecmwf,0.18255
Shillong,rainfall,3,gem,0.375997
Shillong,rainfall,3,gfs,0.271701
Shillong,rainfall,3,icon,0.169752
Shillong,temperature,1,ecmwf,0.352482
Shillong,temperature,1,gem,0.268324
Shillong,temperature,1,gfs,0.212041
Shillong,temperature,1,icon,0.167153
Shillong,temperature,2,ecmwf,0.334815
Shillong,temperature,2,gem,0.282158
Shillong,temperature,2,gfs,0.205722
Shillong,temperature,2,icon,0.177305
Shillong,temperature,3,ecmwf,0.345036
