city,datetime,lead_day,confidence,confidence_label,skill_score,agreement_score,lead_score,dominant_model,explanation
Bhopal,2026-09-28 00:00:00,3,71.3,Medium,74.21,73.86,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 01:00:00,3,71.4,Medium,74.21,74.42,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 02:00:00,3,71.6,Medium,74.21,74.83,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 03:00:00,3,72.0,Medium,74.21,76.44,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 04:00:00,3,71.8,Medium,74.21,75.62,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 05:00:00,3,72.2,Medium,74.21,76.97,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 06:00:00,3,71.6,Medium,74.21,75.12,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 07:00:00,3,71.5,Medium,74.21,74.64,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 08:00:00,3,71.4,Medium,74.21,74.44,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 09:00:00,3,72.6,Medium,74.21,78.23,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 10:00:00,3,71.4,Medium,74.21,74.18,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 11:00:00,3,71.3,Medium,74.21,74.1,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 12:00:00,3,71.7,Medium,74.21,75.22,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 13:00:00,3,71.9,Medium,74.21,76.04,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 14:00:00,3,71.1,Medium,74.21,73.4,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 15:00:00,3,70.6,Medium,74.21,71.51,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 16:00:00,3,70.2,Medium,74.21,70.44,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 17:00:00,3,69.5,Medium,74.21,67.83,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 18:00:00,3,70.6,Medium,74.21,71.58,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 19:00:00,3,73.7,Medium,74.21,81.85,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 20:00:00,3,74.5,High,74.21,84.69,60.0,ECMWF,"ECMWF and ensemble members agree closely, while RMSE remains low for this region."
Bhopal,2026-09-28 21:00:00,3,73.0,Medium,74.21,79.55,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 22:00:00,3,71.0,Medium,74.21,72.84,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhopal,2026-09-28 23:00:00,3,70.0,Medium,74.21,69.77,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-26 00:00:00,1,76.0,High,70.7,68.72,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 01:00:00,1,75.6,High,70.7,67.59,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 02:00:00,1,76.0,High,70.7,68.82,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 03:00:00,1,75.4,High,70.7,66.88,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 04:00:00,1,75.3,High,70.7,66.63,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 05:00:00,1,77.1,High,70.7,72.45,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 06:00:00,1,75.6,High,70.7,67.34,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 07:00:00,1,73.7,Medium,70.7,61.22,100.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-26 08:00:00,1,74.3,Medium,70.7,63.12,100.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-26 09:00:00,1,73.0,Medium,70.7,58.84,100.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-26 10:00:00,1,73.6,Medium,70.7,60.94,100.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-26 11:00:00,1,73.9,Medium,70.7,61.86,100.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-26 12:00:00,1,74.3,Medium,70.7,63.25,100.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-26 13:00:00,1,76.7,High,70.7,71.27,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 14:00:00,1,75.3,High,70.7,66.56,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 15:00:00,1,76.4,High,70.7,70.27,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 16:00:00,1,77.8,High,70.7,74.67,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 17:00:00,1,77.6,High,70.7,74.33,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 18:00:00,1,77.0,High,70.7,72.0,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 19:00:00,1,74.9,High,70.7,65.13,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 20:00:00,1,75.0,High,70.7,65.63,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 21:00:00,1,74.0,Medium,70.7,62.17,100.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-26 22:00:00,1,77.9,High,70.7,75.02,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-26 23:00:00,1,78.5,High,70.7,77.24,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Bhubaneswar,2026-09-27 00:00:00,2,74.1,Medium,69.65,77.45,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 01:00:00,2,73.0,Medium,69.65,73.87,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 02:00:00,2,71.0,Medium,69.65,67.16,80.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-27 03:00:00,2,71.0,Medium,69.65,67.09,80.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-27 04:00:00,2,70.8,Medium,69.65,66.43,80.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-27 05:00:00,2,71.7,Medium,69.65,69.42,80.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-27 06:00:00,2,72.9,Medium,69.65,73.58,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 07:00:00,2,71.5,Medium,69.65,69.05,80.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-27 08:00:00,2,71.8,Medium,69.65,69.77,80.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-27 09:00:00,2,71.8,Medium,69.65,70.04,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 10:00:00,2,72.0,Medium,69.65,70.66,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 11:00:00,2,72.4,Medium,69.65,71.84,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 12:00:00,2,72.8,Medium,69.65,73.21,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 13:00:00,2,73.1,Medium,69.65,74.4,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 14:00:00,2,73.3,Medium,69.65,74.96,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 15:00:00,2,74.6,High,69.65,79.23,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Bhubaneswar,2026-09-27 16:00:00,2,73.9,Medium,69.65,77.07,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 17:00:00,2,72.6,Medium,69.65,72.75,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 18:00:00,2,72.7,Medium,69.65,72.94,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 19:00:00,2,71.5,Medium,69.65,69.02,80.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-27 20:00:00,2,71.2,Medium,69.65,67.92,80.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-27 21:00:00,2,71.5,Medium,69.65,68.91,80.0,ECMWF,Inter-model spread indicates divergence between NWP forecasts despite ECMWF weighting.
Bhubaneswar,2026-09-27 22:00:00,2,73.3,Medium,69.65,74.86,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-27 23:00:00,2,73.5,Medium,69.65,75.42,80.0,ECMWF,Moderate ensemble agreement and regional variability balance overall forecast confidence.
Bhubaneswar,2026-09-28 00:00:00,3,65.9,Medium,63.59,73.72,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 01:00:00,3,66.1,Medium,63.59,74.43,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 02:00:00,3,65.5,Medium,63.59,72.45,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 03:00:00,3,65.2,Medium,63.59,71.24,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 04:00:00,3,65.3,Medium,63.59,71.6,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 05:00:00,3,65.3,Medium,63.59,71.68,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 06:00:00,3,66.0,Medium,63.59,74.15,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 07:00:00,3,65.0,Medium,63.59,70.83,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 08:00:00,3,65.6,Medium,63.59,72.63,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 09:00:00,3,65.8,Medium,63.59,73.29,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 10:00:00,3,66.1,Medium,63.59,74.38,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 11:00:00,3,67.7,Medium,63.59,79.74,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 12:00:00,3,68.2,Medium,63.59,81.35,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 13:00:00,3,68.0,Medium,63.59,80.54,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 14:00:00,3,67.4,Medium,63.59,78.79,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 15:00:00,3,66.6,Medium,63.59,75.89,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 16:00:00,3,63.6,Medium,63.59,65.87,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 17:00:00,3,61.5,Medium,63.59,58.93,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 18:00:00,3,63.4,Medium,63.59,65.48,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 19:00:00,3,65.0,Medium,63.59,70.64,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 20:00:00,3,68.2,Medium,63.59,81.41,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 21:00:00,3,70.0,Medium,63.59,87.31,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 22:00:00,3,69.5,Medium,63.59,85.59,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Bhubaneswar,2026-09-28 23:00:00,3,68.6,Medium,63.59,82.79,60.0,ECMWF,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-26 00:00:00,1,84.1,High,85.15,71.9,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 01:00:00,1,84.7,High,85.15,73.62,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 02:00:00,1,85.0,High,85.15,74.69,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 03:00:00,1,84.3,High,85.15,72.35,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 04:00:00,1,85.4,High,85.15,76.15,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 05:00:00,1,83.9,High,85.15,71.2,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 06:00:00,1,88.2,High,85.15,85.56,100.0,ECMWF,"ECMWF and ensemble members agree closely, while RMSE remains low for this region."
Chandigarh,2026-09-26 07:00:00,1,88.5,High,85.15,86.57,100.0,ECMWF,"ECMWF and ensemble members agree closely, while RMSE remains low for this region."
Chandigarh,2026-09-26 08:00:00,1,87.6,High,85.15,83.26,100.0,ECMWF,"ECMWF and ensemble members agree closely, while RMSE remains low for this region."
Chandigarh,2026-09-26 09:00:00,1,84.8,High,85.15,74.04,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 10:00:00,1,83.8,High,85.15,70.59,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 11:00:00,1,83.6,High,85.15,70.19,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 12:00:00,1,82.0,High,85.15,64.59,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 13:00:00,1,79.9,High,85.15,57.61,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 14:00:00,1,81.2,High,85.15,62.18,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 15:00:00,1,79.0,High,85.15,54.86,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 16:00:00,1,82.2,High,85.15,65.28,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 17:00:00,1,81.6,High,85.15,63.42,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 18:00:00,1,79.2,High,85.15,55.46,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 19:00:00,1,78.9,High,85.15,54.51,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 20:00:00,1,78.8,High,85.15,54.24,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 21:00:00,1,79.7,High,85.15,57.19,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 22:00:00,1,79.7,High,85.15,57.19,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-26 23:00:00,1,82.7,High,85.15,67.08,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chandigarh,2026-09-27 00:00:00,2,78.1,High,81.93,70.46,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 01:00:00,2,78.0,High,81.93,70.07,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 02:00:00,2,79.7,High,81.93,75.71,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 03:00:00,2,79.8,High,81.93,76.1,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 04:00:00,2,77.0,High,81.93,66.83,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 05:00:00,2,77.3,High,81.93,67.88,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 06:00:00,2,76.7,High,81.93,65.66,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 07:00:00,2,77.3,High,81.93,67.77,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 08:00:00,2,77.8,High,81.93,69.4,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 09:00:00,2,77.0,High,81.93,66.91,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 10:00:00,2,78.4,High,81.93,71.34,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 11:00:00,2,77.0,High,81.93,66.63,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 12:00:00,2,76.9,High,81.93,66.53,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 13:00:00,2,76.5,High,81.93,65.11,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 14:00:00,2,77.2,High,81.93,67.38,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 15:00:00,2,77.4,High,81.93,68.26,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 16:00:00,2,79.2,High,81.93,74.25,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 17:00:00,2,80.0,High,81.93,76.63,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 18:00:00,2,78.6,High,81.93,72.25,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 19:00:00,2,79.5,High,81.93,74.99,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 20:00:00,2,79.3,High,81.93,74.31,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 21:00:00,2,79.6,High,81.93,75.29,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 22:00:00,2,80.0,High,81.93,76.89,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-27 23:00:00,2,80.2,High,81.93,77.54,80.0,ECMWF,"Low regional RMSE supports ECMWF dominance, while the 48-hour forecast horizon maintains stable predictability."
Chandigarh,2026-09-28 00:00:00,3,73.5,Medium,79.91,71.94,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 01:00:00,3,72.8,Medium,79.91,69.44,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 02:00:00,3,73.6,Medium,79.91,72.24,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 03:00:00,3,74.3,Medium,79.91,74.58,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 04:00:00,3,73.6,Medium,79.91,72.19,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 05:00:00,3,73.4,Medium,79.91,71.42,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 06:00:00,3,72.8,Medium,79.91,69.63,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 07:00:00,3,72.1,Medium,79.91,67.29,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 08:00:00,3,69.4,Medium,79.91,58.28,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 09:00:00,3,68.1,Medium,79.91,53.84,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 10:00:00,3,67.2,Medium,79.91,50.68,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 11:00:00,3,70.6,Medium,79.91,62.01,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 12:00:00,3,74.7,High,79.91,75.83,60.0,ICON,"Low regional RMSE supports ICON dominance, while the extended Day 3 lead time maintains stable predictability."
Chandigarh,2026-09-28 13:00:00,3,70.5,Medium,79.91,61.97,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 14:00:00,3,71.9,Medium,79.91,66.61,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 15:00:00,3,71.4,Medium,79.91,64.88,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 16:00:00,3,68.5,Medium,79.91,55.03,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 17:00:00,3,68.8,Medium,79.91,56.2,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 18:00:00,3,68.7,Medium,79.91,55.88,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 19:00:00,3,71.0,Medium,79.91,63.42,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 20:00:00,3,73.5,Medium,79.91,71.73,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 21:00:00,3,72.1,Medium,79.91,67.06,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 22:00:00,3,70.7,Medium,79.91,62.36,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chandigarh,2026-09-28 23:00:00,3,71.2,Medium,79.91,64.22,60.0,ICON,Models show moderate disagreement and the forecast lead time reduces reliability.
Chennai,2026-09-26 00:00:00,1,81.8,High,82.31,68.9,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chennai,2026-09-26 01:00:00,1,81.8,High,82.31,68.84,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chennai,2026-09-26 02:00:00,1,81.4,High,82.31,67.53,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chennai,2026-09-26 03:00:00,1,81.1,High,82.31,66.6,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chennai,2026-09-26 04:00:00,1,80.8,High,82.31,65.38,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chennai,2026-09-26 05:00:00,1,82.1,High,82.31,69.89,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chennai,2026-09-26 06:00:00,1,81.8,High,82.31,68.76,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chennai,2026-09-26 07:00:00,1,82.3,High,82.31,70.49,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chennai,2026-09-26 08:00:00,1,82.9,High,82.31,72.62,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
Chennai,2026-09-26 09:00:00,1,83.0,High,82.31,72.96,100.0,ECMWF,"ECMWF leads with strong short-range skill, with minor model spread in local precipitation."
