city,variable,model,mae,rmse,bias,n
Shillong,rainfall,gem,0.366,0.8606,-0.0626,1008
Shillong,rainfall,gfs,0.432,0.9106,-0.1739,1008
Shillong,rainfall,icon,0.5529,1.9928,-0.2943,1008
Shillong,temperature,ecmwf,0.6429,0.7866,0.505,1008
Shillong,temperature,gem,1.1292,1.3789,0.9026,1008
Shillong,temperature,gfs,1.428,1.6766,1.2923,1008
Shillong,temperature,icon,1.7018,2.068,1.6671,1008
Shillong,wind_speed,ecmwf,1.7267,2.1984,-1.1027,1008
Shillong,wind_speed,gem,2.3941,3.0161,1.6259,1008
Shillong,wind_speed,gfs,2.6333,3.2724,0.2567,1008
Shillong,wind_speed,icon,1.9398,2.4557,-0.7428,1008
Shimla,rainfall,ecmwf,0.2312,0.4925,0.0042,1008
Shimla,rainfall,gem,0.5494,1.0987,-0.2381,1008
Shimla,rainfall,gfs,0.395,1.0411,-0.1232,1008
Shimla,rainfall,icon,0.3828,0.8973,-0.0553,1008
Shimla,temperature,ecmwf,0.6509,0.8899,0.1707,1008
Shimla,temperature,gem,1.0925,1.3724,-0.4052,1008
Shimla,temperature,gfs,0.916,1.255,0.3737,1008
Shimla,temperature,icon,1.0478,1.2744,-0.6813,1008
Shimla,wind_speed,ecmwf,1.7712,2.3119,0.9272,1008
Shimla,wind_speed,gem,2.5402,3.5986,2.1277,1008
Shimla,wind_speed,gfs,2.1817,2.7312,-0.728,1008
Shimla,wind_speed,icon,1.7494,2.2296,-0.0121,1008
Srinagar,rainfall,ecmwf,0.1419,0.414,0.0294,1008
Srinagar,rainfall,gem,0.2852,0.6986,-0.0116,1008
Srinagar,rainfall,gfs,0.3484,0.796,-0.0218,1008
Srinagar,rainfall,icon,0.349,0.8429,-0.1119,1008
Srinagar,temperature,ecmwf,0.8546,1.0499,0.6556,1008
Srinagar,temperature,gem,1.8593,2.3502,-1.347,1008
Srinagar,temperature,gfs,1.9486,2.4531,0.5774,1008
Srinagar,temperature,icon,1.0153,1.3255,0.0698,1008
Srinagar,wind_speed,ecmwf,1.4152,1.8739,0.4654,1008
Srinagar,wind_speed,gem,2.0352,2.766,-0.0525,1008
Srinagar,wind_speed,gfs,2.6198,3.6321,-1.5113,1008
Srinagar,wind_speed,icon,2.0312,2.6684,-0.2024,1008
Surat,rainfall,ecmwf,0.3266,0.9044,0.0058,1008
Surat,rainfall,gem,0.6695,1.8943,0.3406,1008
Surat,rainfall,gfs,0.8664,3.2059,-0.1412,1008
Surat,rainfall,icon,0.5771,1.5447,0.2057,1008
Surat,temperature,ecmwf,0.2842,0.3993,0.0019,1008
Surat,temperature,gem,0.7392,0.9706,0.1787,1008
Surat,temperature,gfs,0.675,0.9158,-0.2216,1008
Surat,temperature,icon,0.5513,0.7385,-0.01,1008
Surat,wind_speed,ecmwf,1.8938,2.3492,-1.5283,1008
Surat,wind_speed,gem,9.1121,9.8416,-8.926,1008
Surat,wind_speed,gfs,9.5864,10.5019,-9.4527,1008
Surat,wind_speed,icon,2.7347,3.4659,2.0643,1008
Thane,rainfall,ecmwf,0.2674,0.5064,-0.0132,1008
Thane,rainfall,gem,0.7304,1.345,0.1782,1008
Thane,rainfall,gfs,0.5864,1.2385,0.2118,1008
Thane,rainfall,icon,0.5339,1.0734,0.2315,1008
Thane,temperature,ecmwf,0.3107,0.4518,-0.149,1008
Thane,temperature,gem,0.8715,1.113,-0.0842,1008
Thane,temperature,gfs,1.8313,2.0068,-1.804,1008
Thane,temperature,icon,1.2062,1.3847,-1.1323,1008
Thane,wind_speed,ecmwf,1.0725,1.6187,-0.2412,1008
Thane,wind_speed,gem,3.5036,4.4541,-2.6036,1008
Thane,wind_speed,gfs,9.1327,9.6731,-9.1157,1008
Thane,wind_speed,icon,2.8693,3.5251,2.2076,1008
Thiruvananthapuram,rainfall,ecmwf,0.1701,0.4469,-0.0193,1008
Thiruvananthapuram,rainfall,gem,0.3695,0.9343,-0.091,1008
Thiruvananthapuram,rainfall,gfs,0.2515,0.6084,0.1324,1008
Thiruvananthapuram,rainfall,icon,0.2603,0.7292,0.0913,1008
Thiruvananthapuram,temperature,ecmwf,0.5825,0.736,-0.5379,1008
Thiruvananthapuram,temperature,gem,1.1282,1.3087,-0.8603,1008
Thiruvananthapuram,temperature,gfs,1.021,1.3442,-0.5095,1008
Thiruvananthapuram,temperature,icon,0.7557,0.9268,-0.6507,1008
Thiruvananthapuram,wind_speed,ecmwf,1.2063,1.6706,0.224,1008
Thiruvananthapuram,wind_speed,gem,2.7292,3.5503,-1.0395,1008
Thiruvananthapuram,wind_speed,gfs,2.2914,2.8946,0.8658,1008
Thiruvananthapuram,wind_speed,icon,2.7174,3.3735,2.0362,1008
Vadodara,rainfall,ecmwf,0.2073,0.579,0.0089,1008
Vadodara,rainfall,gem,0.429,1.2807,-0.0288,1008
Vadodara,rainfall,gfs,0.4452,1.3267,0.0038,1008
Vadodara,rainfall,icon,0.6089,2.2071,-0.2891,1008
Vadodara,temperature,ecmwf,0.3143,0.4512,0.0389,1008
Vadodara,temperature,gem,0.9822,1.2704,0.5695,1008
Vadodara,temperature,gfs,1.8318,2.0775,-1.6408,1008
Vadodara,temperature,icon,0.6296,0.8178,-0.2611,1008
Vadodara,wind_speed,ecmwf,1.2875,1.6653,-0.7758,1008
Vadodara,wind_speed,gem,4.1843,5.0254,-3.455,1008
Vadodara,wind_speed,gfs,6.6089,7.3406,-6.4323,1008
Vadodara,wind_speed,icon,2.034,2.6263,0.9184,1008
Varanasi,rainfall,ecmwf,0.3505,0.8361,0.0201,1008
Varanasi,rainfall,gem,0.6785,1.6017,0.0535,1008
Varanasi,rainfall,gfs,0.6267,1.4231,0.0939,1008
Varanasi,rainfall,icon,0.8295,1.543,-0.3241,1008
Varanasi,temperature,ecmwf,0.3603,0.5683,-0.0363,1008
Varanasi,temperature,gem,1.443,1.7565,1.1737,1008
Varanasi,temperature,gfs,1.6988,2.1383,-1.4996,1008
Varanasi,temperature,icon,0.7461,0.9853,-0.0128,1008
Varanasi,wind_speed,ecmwf,1.3375,1.8445,0.0329,1008
Varanasi,wind_speed,gem,4.1821,5.2465,-2.8819,1008
Varanasi,wind_speed,gfs,4.7014,5.7355,-4.2992,1008
Varanasi,wind_speed,icon,2.1668,2.7367,0.9239,1008
Vijayawada,rainfall,ecmwf,0.1174,0.4576,0.0029,1008
Vijayawada,rainfall,gem,0.2418,0.7261,0.0066,1008
Vijayawada,rainfall,gfs,0.2076,0.7567,0.0312,1008
Vijayawada,rainfall,icon,0.2159,0.6982,-0.0208,1008
Vijayawada,temperature,ecmwf,0.5418,0.6867,0.4015,1008
Vijayawada,temperature,gem,1.5843,2.0023,0.4429,1008
Vijayawada,temperature,gfs,1.1616,1.4905,-0.1562,1008
Vijayawada,temperature,icon,1.0037,1.3233,-0.4259,1008
Vijayawada,wind_speed,ecmwf,1.54,2.1934,0.4511,1008
Vijayawada,wind_speed,gem,4.144,5.3426,-1.6185,1008
Vijayawada,wind_speed,gfs,4.4441,5.5742,-1.8031,1008
Vijayawada,wind_speed,icon,6.3304,7.006,6.2419,1008
Visakhapatnam,rainfall,ecmwf,0.2618,0.6835,-0.014,1008
Visakhapatnam,rainfall,gem,0.336,0.9601,0.217,1008
Visakhapatnam,rainfall,gfs,0.3318,0.9565,0.2666,1008
Visakhapatnam,rainfall,icon,0.341,0.9471,0.2001,1008
Visakhapatnam,temperature,ecmwf,0.4129,0.6259,0.0355,1008
Visakhapatnam,temperature,gem,1.14,1.4894,-0.0479,1008
Visakhapatnam,temperature,gfs,1.5594,1.8969,-1.1519,1008
Visakhapatnam,temperature,icon,1.1397,1.4242,-0.7079,1008
Visakhapatnam,wind_speed,ecmwf,1.7347,2.3548,0.6667,1008
Visakhapatnam,wind_speed,gem,6.1129,7.5582,-4.6516,1008
Visakhapatnam,wind_speed,gfs,5.5446,7.2504,-3.9907,1008
Visakhapatnam,wind_speed,icon,3.0176,3.7382,2.0791,1008
