city,datetime,split,temperature_ecmwf,temperature_gfs,temperature_icon,temperature_gem,rainfall_ecmwf,rainfall_gfs,rainfall_icon,rainfall_gem,wind_speed_ecmwf,wind_speed_gfs,wind_speed_icon,wind_speed_gem,actual_temperature,actual_rainfall,actual_wind,blend_temperature,blend_rainfall,blend_wind_speed
Bhubaneswar,2026-09-05 15:00:00,test,31.7,34.3,32.0,32.7,0.4,0.0,0.6,1.8,5.8,9.4,7.2,10.8,31.7,0.1,7.0,32.322392877607115,0.6035818000000001,7.656616199999999
Bhubaneswar,2026-09-05 16:00:00,test,30.9,31.9,31.0,29.3,0.4,0.0,1.2,4.0,7.1,12.1,6.6,14.4,30.0,0.4,2.4,30.82082077917922,1.131612,9.328382099999999
Bhubaneswar,2026-09-05 17:00:00,test,30.1,30.9,30.4,31.5,0.4,0.0,0.0,0.1,8.1,9.3,3.6,6.8,30.1,0.7,11.0,30.511978088021905,0.16429410000000003,7.3830969
Bhubaneswar,2026-09-05 18:00:00,test,29.5,29.7,29.7,28.6,0.0,0.0,0.5,0.0,7.4,8.4,2.9,11.5,29.2,0.0,9.1,29.43286856713143,0.114636,7.5535877
Bhubaneswar,2026-09-05 19:00:00,test,28.8,28.9,29.4,26.4,0.0,0.0,0.0,2.9,6.8,8.2,4.0,13.0,28.9,0.0,8.2,28.57014492985507,0.5147065,7.680472
Bhubaneswar,2026-09-05 20:00:00,test,28.3,28.5,28.9,25.4,0.0,0.0,0.0,4.9,7.0,7.6,5.4,7.9,28.5,0.0,8.3,28.0059831940168,0.8696765000000001,7.012911
Bhubaneswar,2026-09-05 21:00:00,test,27.8,28.2,28.5,25.1,0.1,0.0,0.0,2.4,6.9,7.8,6.2,4.3,28.2,0.0,7.8,27.59082840917159,0.4626004,6.536515700000001
Bhubaneswar,2026-09-05 22:00:00,test,27.4,27.9,28.2,25.1,0.1,0.0,0.0,0.6,6.1,7.8,6.3,2.9,27.9,0.0,10.1,27.292207707792286,0.14312740000000002,5.9584782
Bhubaneswar,2026-09-05 23:00:00,test,27.0,27.7,28.1,25.3,0.1,0.0,0.0,0.0,5.2,7.0,5.8,3.2,27.2,0.0,7.1,27.085872614127382,0.036636400000000006,5.3501998
Bhubaneswar,2026-09-06 00:00:00,test,26.7,27.6,28.0,25.5,0.0,0.0,0.0,0.0,4.6,6.4,4.9,2.2,27.1,0.0,6.0,26.941003558996435,0.0,4.6321591
Bhubaneswar,2026-09-06 01:00:00,test,26.5,27.4,27.9,25.5,0.0,0.0,0.0,0.0,4.6,7.5,4.1,1.1,26.8,0.0,6.7,26.79541340458659,0.0,4.5487505
Bhubaneswar,2026-09-06 02:00:00,test,26.3,27.2,27.8,25.6,0.0,0.0,0.0,0.0,4.7,6.8,4.7,1.4,26.6,0.0,6.4,26.665699134300862,0.0,4.5941654
Bhubaneswar,2026-09-06 03:00:00,test,26.1,27.1,27.7,25.7,0.0,0.0,0.0,0.0,4.3,5.8,4.2,1.1,26.4,0.0,4.2,26.551202548797445,0.0,4.0650183
Bhubaneswar,2026-09-06 04:00:00,test,26.0,26.9,27.5,25.8,0.0,0.0,0.0,0.0,4.0,6.0,3.3,1.1,26.2,0.0,2.8,26.445078554921444,0.0,3.8227671
Bhubaneswar,2026-09-06 05:00:00,test,26.4,26.8,27.5,26.9,0.0,0.0,0.0,0.0,3.4,6.3,2.6,4.0,26.6,0.0,3.8,26.789489010510984,0.0,3.9920288
Bhubaneswar,2026-09-06 06:00:00,test,27.7,27.7,27.8,26.8,0.0,0.0,0.0,0.0,2.9,5.4,2.8,5.0,27.4,0.0,3.9,27.579775120224873,0.0,3.7771429
Bhubaneswar,2026-09-06 07:00:00,test,29.4,29.5,29.1,28.7,0.0,0.0,0.0,0.0,2.6,5.9,4.3,4.3,29.3,0.0,2.9,29.236112263887733,0.0,3.8840455
Bhubaneswar,2026-09-06 08:00:00,test,31.0,31.1,30.6,30.5,0.0,0.0,0.0,0.0,2.5,4.8,4.6,4.7,31.0,0.0,3.1,30.845205954794043,0.0,3.7203337
Bhubaneswar,2026-09-06 09:00:00,test,32.2,32.7,32.0,31.8,0.1,0.0,0.2,0.0,3.1,3.5,4.6,4.3,32.0,0.0,3.8,32.167268732731266,0.0824908,3.6410419000000003
Bhubaneswar,2026-09-06 10:00:00,test,33.3,33.7,33.0,32.8,0.1,0.0,0.4,0.0,3.8,5.2,5.3,5.4,32.7,0.1,4.8,33.21351708648291,0.12834520000000002,4.6241747
Bhubaneswar,2026-09-06 11:00:00,test,33.5,34.6,34.0,33.6,0.1,0.0,0.2,0.0,4.3,5.9,3.9,7.9,33.4,0.1,3.9,33.79656080343919,0.0824908,5.186634000000001
Bhubaneswar,2026-09-06 12:00:00,test,32.0,35.1,34.1,34.1,3.0,0.0,0.3,0.0,3.9,8.0,4.3,7.9,31.8,0.0,9.9,33.280961419038576,1.1678736,5.5272712
Bhubaneswar,2026-09-06 13:00:00,test,29.7,35.0,32.7,34.4,3.0,0.3,0.9,0.0,2.6,8.1,4.0,6.1,26.7,7.5,1.8,31.932446167553834,1.3735005,4.6122172
Bhubaneswar,2026-09-06 14:00:00,test,28.2,33.1,30.9,34.4,3.0,0.0,5.1,0.0,2.2,14.4,5.9,7.6,28.1,1.1,1.8,30.541739458260537,2.2683792,6.3633989
Bhubaneswar,2026-09-06 15:00:00,test,28.4,29.0,30.2,28.9,0.1,0.5,3.0,4.4,2.5,17.9,3.8,23.0,29.8,0.3,1.7,28.978530921469073,1.6188259,9.5045759
Bhubaneswar,2026-09-06 16:00:00,test,29.4,30.7,30.0,25.9,0.1,0.0,1.2,6.1,4.5,9.2,4.0,10.1,30.3,0.1,1.9,29.178122421877575,1.3944212999999999,6.376134700000001
Bhubaneswar,2026-09-06 17:00:00,test,29.9,31.1,29.3,29.2,0.1,0.0,1.3,1.2,6.2,9.2,3.7,6.1,30.1,0.0,3.5,29.83553256446743,0.547672,6.4097293
Bhubaneswar,2026-09-06 18:00:00,test,29.4,29.5,28.5,26.6,0.0,0.0,3.7,0.0,6.2,10.5,2.9,8.3,29.0,0.1,4.6,28.766770233229767,0.8483064,6.9277133
Bhubaneswar,2026-09-06 19:00:00,test,28.5,28.7,28.4,26.9,0.0,0.0,0.0,0.0,5.4,8.9,2.9,11.5,28.3,0.0,5.6,28.25376314623685,0.0,6.7663877
Bhubaneswar,2026-09-06 20:00:00,test,27.7,28.5,28.5,26.1,0.0,0.0,0.0,3.9,4.6,6.9,3.2,10.4,27.9,0.0,5.3,27.748991951008048,0.6921915,5.8417634000000005
Bhubaneswar,2026-09-06 21:00:00,test,27.5,28.3,28.3,25.6,0.0,0.0,0.0,0.0,4.3,8.2,4.7,6.5,27.5,0.0,5.0,27.5013642986357,0.0,5.5796516
Bhubaneswar,2026-09-06 22:00:00,test,27.6,28.2,28.1,25.4,0.0,0.0,0.0,0.0,5.2,7.7,4.0,2.2,27.3,0.0,3.8,27.45532704467295,0.0,5.029632400000001
Bhubaneswar,2026-09-06 23:00:00,test,27.5,28.0,28.0,25.1,0.0,0.0,0.0,0.0,6.0,7.6,4.0,1.4,27.6,0.0,7.6,27.308357591642405,0.0,5.2307128
Bhubaneswar,2026-09-07 00:00:00,test,27.3,27.9,27.9,25.0,0.0,0.0,0.0,0.0,5.8,6.6,3.4,1.1,27.3,0.0,7.3,27.162109237890757,0.0,4.7742694
Bhubaneswar,2026-09-07 01:00:00,test,27.0,27.7,27.7,25.1,0.0,0.0,0.0,0.0,5.2,6.1,3.5,1.8,27.1,0.0,6.2,26.96348853651146,0.0,4.5332771
Bhubaneswar,2026-09-07 02:00:00,test,26.9,27.4,27.6,25.1,0.0,0.0,0.0,0.0,5.1,7.4,2.9,2.9,27.0,0.0,6.5,26.848929051070947,0.0,4.853993
Bhubaneswar,2026-09-07 03:00:00,test,26.8,27.1,27.4,24.9,0.0,0.0,0.0,0.0,5.3,8.7,3.3,2.9,26.8,0.0,4.9,26.679959720040276,0.0,5.290741199999999
Bhubaneswar,2026-09-07 04:00:00,test,26.8,26.9,27.4,24.8,0.0,0.0,0.0,0.0,6.0,7.8,2.5,4.3,26.8,0.0,5.5,26.63364846635153,0.0,5.5125931
Bhubaneswar,2026-09-07 05:00:00,test,27.1,26.9,27.2,25.5,0.0,0.0,0.0,0.0,6.6,6.6,3.4,4.7,27.3,0.0,7.8,26.838208561791436,0.0,5.7412966
Bhubaneswar,2026-09-07 06:00:00,test,27.9,27.7,27.6,25.8,0.2,0.0,0.0,0.0,7.2,7.3,3.4,7.2,28.1,0.2,9.1,27.468196831803162,0.07327280000000001,6.583552599999999
Bhubaneswar,2026-09-07 07:00:00,test,29.1,29.4,28.8,27.8,0.2,0.0,0.0,0.0,8.3,8.5,5.2,7.6,29.1,0.3,7.9,28.871292328707668,0.07327280000000001,7.7041963
Bhubaneswar,2026-09-07 08:00:00,test,30.2,31.2,30.3,30.3,0.2,0.0,0.0,0.0,9.1,11.2,6.2,8.6,30.5,0.1,8.8,30.39071080928919,0.07327280000000001,8.9809853
Bhubaneswar,2026-09-07 09:00:00,test,31.3,32.5,31.6,31.3,0.1,0.0,0.4,0.0,10.1,13.7,7.3,9.7,31.4,0.1,12.1,31.55058644941355,0.12834520000000002,10.337882800000001
Bhubaneswar,2026-09-07 10:00:00,test,32.5,33.7,32.6,31.9,0.1,0.0,0.2,0.0,11.4,13.9,8.6,10.8,32.0,0.1,13.2,32.610014989985004,0.0824908,11.3670404
Bhubaneswar,2026-09-07 11:00:00,test,33.3,34.3,33.6,33.1,0.1,0.0,0.1,0.0,12.1,13.0,9.2,10.4,33.2,0.1,11.4,33.48839931160069,0.05956360000000001,11.519414900000001
Bhubaneswar,2026-09-07 12:00:00,test,33.6,35.0,34.1,33.7,0.2,0.0,0.1,0.0,11.2,13.0,9.0,9.4,33.5,0.1,9.0,33.942213857786136,0.09620000000000001,10.9139358
Bhubaneswar,2026-09-07 13:00:00,test,33.7,35.5,34.1,34.0,0.2,0.0,0.1,0.0,9.8,12.9,8.4,8.3,33.7,0.1,8.6,34.112178287821706,0.09620000000000001,9.979102800000001
Bhubaneswar,2026-09-07 14:00:00,test,33.4,35.5,33.6,34.5,0.2,0.0,0.1,0.0,8.6,13.3,6.2,6.8,33.8,0.0,6.5,33.93952226047774,0.09620000000000001,8.9051912
Bhubaneswar,2026-09-07 15:00:00,test,32.7,35.1,32.0,34.4,0.2,0.0,0.8,0.0,6.5,12.6,5.4,9.4,32.9,0.2,6.9,33.176507923492075,0.25669040000000004,8.1202515
Bhubaneswar,2026-09-07 16:00:00,test,31.8,34.2,30.1,32.5,0.2,0.0,2.4,0.0,4.8,12.3,7.2,17.3,31.2,0.5,7.9,31.891168308831688,0.6235256,8.9336682
Bhubaneswar,2026-09-07 17:00:00,test,30.8,32.3,30.0,31.2,0.2,0.0,0.0,0.0,3.8,8.1,4.3,13.3,30.9,0.0,3.8,30.91050418949581,0.07327280000000001,6.4176535
Bhubaneswar,2026-09-07 18:00:00,test,29.8,30.6,29.5,29.1,0.0,0.0,2.2,0.0,3.6,8.1,2.0,14.8,29.9,0.0,3.9,29.74263605736394,0.5043984,6.1957796
Bhubaneswar,2026-09-07 19:00:00,test,28.9,29.7,29.2,28.3,0.0,0.0,0.2,0.0,6.0,8.3,3.8,10.4,29.3,0.0,12.4,28.99446040553959,0.045854400000000003,6.8705942
Bhubaneswar,2026-09-07 20:00:00,test,28.3,29.3,28.8,27.8,0.0,0.0,0.3,0.0,8.7,7.8,5.9,9.0,28.5,0.0,11.3,28.486087813912185,0.0687816,8.0867402
Bhubaneswar,2026-09-07 21:00:00,test,28.1,29.0,28.5,27.8,0.0,0.0,0.0,0.0,10.0,8.4,6.0,10.8,28.2,0.0,11.3,28.27996382003618,0.0,9.1190376
Bhubaneswar,2026-09-07 22:00:00,test,28.1,28.6,28.2,28.0,0.0,0.0,0.0,0.0,10.6,8.1,6.2,10.4,28.0,0.0,11.5,28.182870617129378,0.0,9.288784399999999
Bhubaneswar,2026-09-07 23:00:00,test,28.1,28.3,28.4,27.8,0.0,0.0,0.0,0.0,10.3,8.4,5.9,9.4,28.2,0.0,11.8,28.15078194921805,0.0,8.999633
Bhubaneswar,2026-09-08 00:00:00,test,27.8,28.1,28.1,27.6,0.0,0.0,0.0,0.0,9.2,8.2,5.6,7.6,27.9,0.0,10.9,27.88187551812448,0.0,8.109434
Bhubaneswar,2026-09-08 01:00:00,test,27.4,27.8,27.9,27.5,0.0,0.0,0.0,0.0,7.6,7.5,4.8,7.6,27.6,0.0,10.0,27.590037009962984,0.0,7.1083536
Bhubaneswar,2026-09-08 02:00:00,test,27.1,27.6,27.7,27.6,0.0,0.0,0.0,0.0,6.9,7.3,4.6,7.2,27.3,0.0,8.7,27.39141630858369,0.0,6.650784700000001
Bhubaneswar,2026-09-08 03:00:00,test,26.9,27.5,27.6,27.1,0.0,0.0,0.0,0.0,7.3,7.6,4.1,3.2,27.1,0.0,9.4,27.18166441833558,0.0,6.133734199999999
Bhubaneswar,2026-09-08 04:00:00,test,26.8,27.3,27.5,26.5,0.0,0.0,0.0,0.0,7.6,8.4,3.7,3.2,27.3,0.0,10.1,26.98706731293268,0.0,6.3731845
Bhubaneswar,2026-09-08 05:00:00,test,27.2,27.1,27.4,26.4,0.0,0.0,0.0,0.0,8.3,8.8,3.0,6.5,27.3,0.0,9.2,27.103091396908603,0.0,7.213369500000001
Bhubaneswar,2026-09-08 06:00:00,test,28.3,27.9,27.6,27.3,0.0,0.0,0.0,0.0,9.0,7.8,2.9,6.8,28.2,0.0,9.9,27.921763878236117,0.0,7.3451003
Bhubaneswar,2026-09-08 07:00:00,test,29.9,29.8,28.8,29.8,0.0,0.0,0.0,0.0,9.8,10.7,3.2,8.3,30.0,0.0,7.2,29.61966758033242,0.0,8.6320472
Bhubaneswar,2026-09-08 08:00:00,test,31.3,31.2,30.3,31.7,0.0,0.0,0.0,0.0,10.8,11.5,5.2,11.5,31.3,0.0,9.6,31.12170507829492,0.0,10.129048600000003
Bhubaneswar,2026-09-08 09:00:00,test,32.2,32.6,32.0,33.1,0.0,0.0,0.0,0.0,11.5,13.4,5.4,16.2,32.3,0.0,10.5,32.35843754156245,0.0,11.6803821
Bhubaneswar,2026-09-08 10:00:00,test,32.9,33.7,33.6,34.1,0.0,0.0,0.0,0.0,12.3,13.2,7.1,16.2,33.0,0.0,11.0,33.37085862914137,0.0,12.2806802
Bhubaneswar,2026-09-08 11:00:00,test,33.2,34.4,34.8,35.0,0.0,0.0,0.0,0.0,12.2,14.0,8.7,14.8,33.0,0.1,11.3,34.03090736909263,0.0,12.4400757
Bhubaneswar,2026-09-08 12:00:00,test,33.2,34.8,35.2,35.6,0.5,0.0,0.0,0.0,11.3,14.0,9.9,13.0,30.7,1.1,14.7,34.27766572233428,0.183182,11.9343012
Bhubaneswar,2026-09-08 13:00:00,test,32.9,34.7,35.0,35.8,0.5,0.0,0.0,0.0,9.8,13.4,9.0,11.2,31.7,0.5,5.8,34.11013858986141,0.183182,10.6781964
Bhubaneswar,2026-09-08 14:00:00,test,32.4,33.4,34.5,35.5,0.5,0.0,0.0,0.0,8.9,14.1,8.4,11.5,32.2,0.0,8.0,33.520148879851114,0.183182,10.3763187
Bhubaneswar,2026-09-08 15:00:00,test,32.0,32.1,33.8,34.7,0.4,0.0,0.1,0.6,9.3,14.7,4.2,10.1,30.4,0.3,11.2,32.85171194828805,0.27596380000000004,9.742575300000002
Bhubaneswar,2026-09-08 16:00:00,test,31.4,32.5,31.1,30.7,0.4,0.0,2.3,2.2,10.0,10.7,4.3,10.4,29.5,0.1,7.5,31.388289111710886,1.0643382000000001,9.2615047
Bhubaneswar,2026-09-08 17:00:00,test,30.8,31.6,30.7,30.5,0.4,0.0,2.6,1.1,9.8,7.4,2.8,5.0,30.6,0.0,10.0,30.85145574854425,0.9378863000000002,7.2955714
Bhubaneswar,2026-09-08 18:00:00,test,30.3,31.2,29.9,29.2,0.0,0.0,1.6,0.0,8.2,8.0,1.5,8.6,29.7,0.0,8.7,30.171692128307868,0.36683520000000003,7.0996977
Bhubaneswar,2026-09-08 19:00:00,test,29.7,29.2,29.5,28.5,0.0,0.7,0.0,0.0,6.6,9.0,3.3,6.5,29.4,0.0,8.2,29.388084811915185,0.1588153,6.5461389
Bhubaneswar,2026-09-08 20:00:00,test,29.1,28.9,29.2,28.0,0.0,0.0,0.0,0.0,6.0,9.7,4.3,5.8,29.1,0.0,7.8,28.917587982412016,0.0,6.477947499999999
Bhubaneswar,2026-09-08 21:00:00,test,28.2,28.3,28.8,27.8,0.0,0.0,1.2,0.0,7.4,8.9,5.7,9.4,28.8,0.0,9.3,28.287662612337385,0.2751264,7.7761359
Bhubaneswar,2026-09-08 22:00:00,test,27.3,28.1,28.4,27.8,0.0,0.0,0.0,0.0,9.7,8.6,7.1,10.4,28.5,0.0,12.1,27.75035974964025,0.0,9.1448996
Bhubaneswar,2026-09-08 23:00:00,test,26.7,27.9,28.0,27.9,0.0,0.0,0.0,0.0,11.1,8.9,6.7,10.8,26.7,0.0,12.4,27.367677832322162,0.0,9.8365042
Bhubaneswar,2026-09-09 00:00:00,test,26.5,27.6,27.9,27.9,0.0,0.0,0.1,0.0,10.7,8.2,7.1,9.4,27.0,0.0,9.7,27.206869993130002,0.022927200000000002,9.336998600000001
Bhubaneswar,2026-09-09 01:00:00,test,26.6,27.6,27.6,27.6,0.0,0.0,1.7,0.0,10.0,6.9,6.6,8.6,27.0,0.0,10.2,27.137516462483536,0.3897624,8.524383
Bhubaneswar,2026-09-09 02:00:00,test,26.8,27.4,27.4,27.3,0.0,0.0,0.1,0.0,9.9,8.6,5.5,8.3,27.0,0.0,10.7,27.106633993366,0.022927200000000002,8.6104816
Bhubaneswar,2026-09-09 03:00:00,test,27.2,27.1,27.2,27.3,0.0,0.0,0.7,0.0,9.1,8.5,4.9,9.0,26.8,0.0,10.3,27.2006581993418,0.1604904,8.2486552
Bhubaneswar,2026-09-09 04:00:00,test,27.7,27.1,27.1,27.1,0.0,0.0,0.9,0.0,7.3,7.9,3.1,9.7,26.6,0.0,9.2,27.377490122509876,0.2063448,7.1301622
Bhubaneswar,2026-09-09 05:00:00,test,28.1,27.1,27.5,27.4,0.0,0.0,0.0,0.0,5.6,7.9,2.0,6.1,27.8,0.1,1.0,27.700743499256493,0.0,5.5757342
Bhubaneswar,2026-09-09 06:00:00,test,27.9,27.7,27.7,27.9,0.5,0.0,0.0,0.0,3.3,7.9,1.0,9.4,25.2,3.3,12.7,27.824248475751517,0.183182,4.936972300000001
Bhubaneswar,2026-09-09 07:00:00,test,27.5,29.2,28.4,29.5,0.5,0.0,0.0,0.0,1.3,9.1,2.7,9.7,26.0,0.5,5.4,28.280141019858977,0.183182,4.636767
Bhubaneswar,2026-09-09 08:00:00,test,27.6,30.7,28.5,30.7,0.5,0.0,0.7,0.0,2.2,10.2,2.9,11.2,27.6,0.0,2.8,28.767823332176665,0.3436724,5.5638431
Bhubaneswar,2026-09-09 09:00:00,test,28.7,32.3,29.2,31.4,0.0,0.0,0.0,0.0,4.6,14.1,4.7,11.5,29.6,0.0,3.3,29.789775910224087,0.0,7.8310151
Bhubaneswar,2026-09-09 10:00:00,test,30.4,33.2,30.2,33.5,0.0,0.0,0.0,0.0,8.2,16.1,7.6,11.9,30.9,0.0,4.5,31.272931427068567,0.0,10.4273716
Bhubaneswar,2026-09-09 11:00:00,test,31.2,33.3,30.9,34.6,0.0,0.0,0.0,0.0,9.9,15.3,7.4,15.5,31.4,0.1,7.4,31.991377208622787,0.0,11.5911707
Bhubaneswar,2026-09-09 12:00:00,test,30.5,33.2,32.1,34.7,3.3,0.0,0.0,0.0,8.4,11.9,7.3,20.2,28.0,6.8,11.0,31.940193859806136,1.2090012,10.9657753
Bhubaneswar,2026-09-09 13:00:00,test,29.1,33.4,32.8,34.2,3.3,0.0,0.1,0.0,5.2,10.6,7.3,16.2,27.4,3.9,2.7,31.4023793976206,1.2319284000000001,8.5770613
Bhubaneswar,2026-09-09 14:00:00,test,28.0,32.4,32.9,33.9,3.3,0.0,0.0,0.0,2.6,13.2,6.8,11.5,28.1,0.6,3.0,30.716501083498912,1.2090012,7.0947464
Bhubaneswar,2026-09-09 15:00:00,test,27.7,29.1,32.7,34.4,0.0,0.3,0.0,0.0,2.3,5.7,6.1,9.0,28.8,0.0,4.3,30.109635690364307,0.06806369999999999,4.8040768
Bhubaneswar,2026-09-09 16:00:00,test,27.8,29.1,31.9,34.3,0.0,0.0,0.3,0.0,3.5,4.6,4.8,6.5,29.2,0.0,7.6,29.958743541256457,0.0687816,4.462812899999999
Bhubaneswar,2026-09-09 17:00:00,test,27.8,27.4,29.9,27.2,0.0,0.4,4.1,2.5,4.8,11.3,3.0,16.2,28.1,0.0,5.2,28.11969358030641,1.4744792999999998,7.8269573999999995
Bhubaneswar,2026-09-09 18:00:00,test,27.6,26.9,29.5,29.7,0.1,0.0,0.9,0.0,5.2,13.1,1.5,1.8,27.6,0.0,6.4,28.257373242626755,0.2429812,5.7057111
Bhubaneswar,2026-09-09 19:00:00,test,27.4,26.7,28.9,27.6,0.1,0.0,0.0,0.5,5.6,13.1,3.2,9.7,27.6,0.0,5.5,27.66509913490086,0.12537890000000002,7.506652999999999
Bhubaneswar,2026-09-09 20:00:00,test,27.2,26.6,28.4,26.4,0.1,0.0,0.3,0.2,5.6,13.5,3.1,20.2,27.3,0.4,4.9,27.253583746416254,0.140915,9.3524587
Bhubaneswar,2026-09-09 21:00:00,test,27.1,26.6,28.0,25.4,0.1,0.0,0.1,0.7,6.1,10.6,4.4,3.6,27.1,0.0,6.3,26.957944242055753,0.1838031,6.3611969
Bhubaneswar,2026-09-09 22:00:00,test,27.1,26.6,27.7,25.1,0.1,0.0,0.0,0.0,7.1,8.3,4.0,9.7,26.8,0.0,6.2,26.84234235765764,0.036636400000000006,7.2779568999999995
Bhubaneswar,2026-09-09 23:00:00,test,26.9,26.5,26.6,24.6,0.1,0.0,5.4,0.0,7.3,7.2,3.7,11.5,27.0,0.0,6.5,26.4060096939903,1.2747052,7.384603599999999
Bhubaneswar,2026-09-10 00:00:00,test,26.5,26.4,26.4,24.3,0.3,0.8,2.6,0.0,5.8,6.9,3.0,11.2,26.6,0.1,7.7,26.112854787145206,0.8875196000000001,6.4804884000000005
Bhubaneswar,2026-09-10 01:00:00,test,26.0,26.4,26.2,24.2,0.3,2.4,2.0,0.0,4.8,6.4,2.6,10.8,26.1,0.6,2.9,25.820420979579012,1.1129628,5.7904634
Bhubaneswar,2026-09-10 02:00:00,test,25.6,26.4,26.1,23.8,0.3,3.1,2.5,4.4,5.4,8.1,1.1,13.0,26.1,1.3,3.5,25.549265950734046,2.1673481000000003,6.545585300000001
Bhubaneswar,2026-09-10 03:00:00,test,25.4,26.7,26.0,23.9,0.9,0.2,4.4,6.9,6.1,9.7,1.9,7.9,25.6,1.0,5.7,25.495640104359893,2.6085467,6.475033
Bhubaneswar,2026-09-10 04:00:00,test,25.2,26.3,26.0,24.2,0.9,0.0,3.6,0.7,6.9,8.4,2.7,4.7,25.1,1.8,5.1,25.389900310099684,1.2793463,6.1458390000000005
Bhubaneswar,2026-09-10 05:00:00,test,25.4,26.0,26.6,24.9,0.9,0.0,1.4,0.0,7.4,7.8,4.0,6.5,25.6,1.7,6.8,25.68382361617638,0.6507084000000001,6.763084
Bhubaneswar,2026-09-10 06:00:00,test,26.1,26.1,26.6,25.1,0.1,0.0,0.8,0.0,7.5,7.9,4.8,6.8,26.0,0.1,6.8,26.054531545468453,0.22005400000000003,7.014445500000001
Bhubaneswar,2026-09-10 07:00:00,test,27.1,26.3,26.8,25.5,0.1,0.0,0.7,0.1,8.1,7.4,4.8,9.4,27.2,0.0,9.6,26.656270143729852,0.21487530000000002,7.6150677
Bhubaneswar,2026-09-10 08:00:00,test,27.9,27.2,27.2,25.8,0.1,0.0,0.6,0.1,9.4,8.1,6.3,8.6,27.9,0.1,10.4,27.3014760985239,0.1919481,8.4640881
Bhubaneswar,2026-09-10 09:00:00,test,28.3,29.2,27.9,27.2,2.7,0.0,0.2,0.0,9.5,8.8,7.3,7.6,26.0,6.3,12.3,28.171692128307868,1.0350372,8.6583676
Bhubaneswar,2026-09-10 10:00:00,test,28.6,30.8,28.4,29.1,2.7,0.0,0.1,0.0,9.3,8.8,7.7,6.1,27.2,1.2,7.3,28.968852331147666,1.01211,8.3822588
Bhubaneswar,2026-09-10 11:00:00,test,28.6,31.3,29.2,30.5,2.7,1.5,0.1,0.0,8.7,11.4,7.5,4.3,28.7,0.1,9.7,29.448467751532245,1.3524285,8.335869599999999
Bhubaneswar,2026-09-10 12:00:00,test,28.0,29.6,29.8,31.3,3.1,2.1,0.2,0.0,8.7,11.9,8.1,7.2,27.0,7.1,10.5,29.175232524767473,1.6580287000000002,9.0349632
Bhubaneswar,2026-09-10 13:00:00,test,27.1,28.8,29.4,29.7,3.1,1.5,1.3,1.2,9.7,9.2,9.0,6.8,27.8,0.7,10.0,28.29260940739059,1.9870825,8.984117099999999
Bhubaneswar,2026-09-10 14:00:00,test,26.4,29.2,28.9,26.6,3.1,0.2,1.1,6.5,10.7,6.2,7.4,8.6,26.4,3.3,9.4,27.42429887570112,2.5869559,8.8211009
Bhubaneswar,2026-09-10 15:00:00,test,26.3,29.4,29.0,25.4,1.0,0.0,0.5,15.8,9.8,5.5,5.8,11.5,28.0,0.2,3.4,27.240633359366633,3.285263,8.489559400000001
Bhubaneswar,2026-09-10 16:00:00,test,26.4,28.9,28.7,24.9,1.0,0.0,0.7,15.7,8.1,6.6,6.1,9.4,27.3,0.8,7.5,27.063439636560357,3.3133689,7.6609606
Bhubaneswar,2026-09-10 17:00:00,test,26.4,27.3,27.8,24.6,1.0,1.3,1.1,1.3,7.7,7.7,3.1,14.0,26.3,2.2,6.5,26.568406331593664,1.1442364,7.9935388
Bhubaneswar,2026-09-10 18:00:00,test,26.3,26.4,27.5,24.0,0.6,2.0,2.0,0.0,7.8,7.4,2.3,6.1,26.1,1.1,7.3,26.221969278030716,1.1321204,6.5027951
Bhubaneswar,2026-09-10 19:00:00,test,26.0,26.3,27.2,23.4,0.6,1.3,1.7,0.0,7.6,5.6,1.8,5.0,26.1,0.5,8.9,25.904776995223003,0.9045235,5.7554274
Bhubaneswar,2026-09-10 20:00:00,test,25.9,26.4,27.0,23.1,0.6,0.1,1.5,0.0,7.7,4.8,3.1,7.9,26.2,0.0,7.9,25.780802519197476,0.5864142999999999,6.3366946
Bhubaneswar,2026-09-10 21:00:00,test,25.9,26.3,26.8,23.3,1.7,0.2,0.3,0.0,7.2,7.0,3.8,7.9,26.3,0.0,7.6,25.752020447979547,0.7369762,6.704499200000001
Bhubaneswar,2026-09-10 22:00:00,test,25.9,26.1,26.6,23.3,1.7,0.0,0.0,0.0,6.9,7.7,3.8,5.0,26.2,0.1,6.6,25.676268923731072,0.6228188,6.2304539000000005
Bhubaneswar,2026-09-10 23:00:00,test,25.9,25.8,26.3,23.2,1.7,0.0,0.2,0.0,7.2,7.4,3.6,4.3,26.3,3.2,8.3,25.546765753234244,0.6686732,6.1480494000000006
Bhubaneswar,2026-09-11 00:00:00,test,25.6,25.7,26.1,23.3,1.6,0.0,1.1,0.0,8.7,6.9,4.6,6.5,25.5,6.2,6.8,25.36336273663726,0.8383816000000002,7.2516103
Bhubaneswar,2026-09-11 01:00:00,test,25.2,25.5,25.9,23.7,1.6,0.5,1.5,0.0,11.5,7.0,5.4,7.9,25.5,0.9,11.2,25.166121333878664,1.0435299000000002,8.8972275
Bhubaneswar,2026-09-11 02:00:00,test,25.0,25.4,25.8,24.2,1.6,1.2,0.5,0.0,13.8,8.3,6.0,9.0,25.1,0.4,13.6,25.11512828487171,0.9730732,10.493331000000001
